method,solution_id,GW,policy,weekly_points,base_points,captain_bonus,captain_used,planned_absences,autosubs_used,substitute_points,final_players,squad_members,planned_xi_members,bench_order,captain,vice_captain,cumulative_points
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",28,sequential,37.0,35.0,2.0,Bukayo Saka,1,1,2.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Julián Álvarez|Joachim Andersen|Emerson Palmieri dos Santos|Jordan Pickford,Bukayo Saka,Ollie Watkins,107.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",29,sequential,7.0,5.0,2.0,Ollie Watkins,9,1,2.0,3,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Jordan Pickford|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Julián Álvarez|Joachim Andersen|Emerson Palmieri dos Santos|Đorđe Petrović,Bukayo Saka,Ollie Watkins,114.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",30,sequential,59.0,56.0,3.0,Bukayo Saka,1,1,2.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Jordan Pickford|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Julián Álvarez|Joachim Andersen|Emerson Palmieri dos Santos|Đorđe Petrović,Bukayo Saka,Ollie Watkins,173.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",31,sequential,63.0,63.0,0.0,,3,3,5.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Julián Álvarez|Joachim Andersen|Emerson Palmieri dos Santos|Jordan Pickford,Bukayo Saka,Ollie Watkins,236.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",32,sequential,70.0,60.0,10.0,Bukayo Saka,2,2,2.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Jordan Pickford|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Julián Álvarez|Joachim Andersen|Emerson Palmieri dos Santos|Đorđe Petrović,Bukayo Saka,Ollie Watkins,306.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",33,sequential,61.0,59.0,2.0,Bukayo Saka,3,3,14.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Jordan Pickford|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Julián Álvarez|Joachim Andersen|Emerson Palmieri dos Santos|Đorđe Petrović,Bukayo Saka,Ollie Watkins,367.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",34,sequential,97.0,88.0,9.0,Bukayo Saka,2,2,4.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Joachim Andersen|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Julián Álvarez|Kieran Trippier|Emerson Palmieri dos Santos|Jordan Pickford,Bukayo Saka,Ollie Watkins,464.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",35,sequential,53.0,41.0,12.0,Bukayo Saka,1,1,1.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Cole Palmer|Dominic Solanke|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Douglas Luiz Soares de Paulo|Kieran Trippier|Emerson Palmieri dos Santos|Đorđe Petrović,Bukayo Saka,Ollie Watkins,517.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",36,sequential,80.0,70.0,10.0,Bukayo Saka,0,0,0.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Cole Palmer|Dominic Solanke|Gabriel dos Santos Magalhães|Joachim Andersen|Julián Álvarez|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Douglas Luiz Soares de Paulo|Kieran Trippier|Emerson Palmieri dos Santos|Jordan Pickford,Bukayo Saka,Ollie Watkins,597.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",37,sequential,74.0,72.0,2.0,Bukayo Saka,0,0,0.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Cole Palmer|Dominic Solanke|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Douglas Luiz Soares de Paulo|Kieran Trippier|Emerson Palmieri dos Santos|Đorđe Petrović,Bukayo Saka,Ollie Watkins,671.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",38,sequential,43.0,41.0,2.0,Ollie Watkins,2,2,2.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Cole Palmer|Dominic Solanke|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Douglas Luiz Soares de Paulo|Kieran Trippier|Emerson Palmieri dos Santos|Đorđe Petrović,Bukayo Saka,Ollie Watkins,714.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",27,static,63.0,56.0,7.0,Bukayo Saka,1,1,5.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Joachim Andersen|Jordan Pickford|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Cole Palmer|Julián Álvarez|Gabriel dos Santos Magalhães|Đorđe Petrović,Bukayo Saka,Ollie Watkins,63.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",28,static,40.0,38.0,2.0,Bukayo Saka,2,2,14.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Joachim Andersen|Jordan Pickford|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Cole Palmer|Julián Álvarez|Gabriel dos Santos Magalhães|Đorđe Petrović,Bukayo Saka,Ollie Watkins,103.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",29,static,7.0,5.0,2.0,Ollie Watkins,8,0,0.0,3,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Joachim Andersen|Jordan Pickford|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Cole Palmer|Julián Álvarez|Gabriel dos Santos Magalhães|Đorđe Petrović,Bukayo Saka,Ollie Watkins,110.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",30,static,53.0,50.0,3.0,Bukayo Saka,1,1,15.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Joachim Andersen|Jordan Pickford|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Cole Palmer|Julián Álvarez|Gabriel dos Santos Magalhães|Đorđe Petrović,Bukayo Saka,Ollie Watkins,163.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",31,static,65.0,65.0,0.0,,3,3,28.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Joachim Andersen|Jordan Pickford|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Cole Palmer|Julián Álvarez|Gabriel dos Santos Magalhães|Đorđe Petrović,Bukayo Saka,Ollie Watkins,228.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",32,static,68.0,58.0,10.0,Bukayo Saka,2,2,7.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Joachim Andersen|Jordan Pickford|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Cole Palmer|Julián Álvarez|Gabriel dos Santos Magalhães|Đorđe Petrović,Bukayo Saka,Ollie Watkins,296.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",33,static,61.0,59.0,2.0,Bukayo Saka,3,3,31.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Joachim Andersen|Jordan Pickford|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Cole Palmer|Julián Álvarez|Gabriel dos Santos Magalhães|Đorđe Petrović,Bukayo Saka,Ollie Watkins,357.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",34,static,113.0,104.0,9.0,Bukayo Saka,2,2,18.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Joachim Andersen|Jordan Pickford|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Cole Palmer|Julián Álvarez|Gabriel dos Santos Magalhães|Đorđe Petrović,Bukayo Saka,Ollie Watkins,470.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",35,static,53.0,41.0,12.0,Bukayo Saka,2,2,10.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Joachim Andersen|Jordan Pickford|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Cole Palmer|Julián Álvarez|Gabriel dos Santos Magalhães|Đorđe Petrović,Bukayo Saka,Ollie Watkins,523.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",36,static,66.0,56.0,10.0,Bukayo Saka,1,1,8.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Joachim Andersen|Jordan Pickford|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Cole Palmer|Julián Álvarez|Gabriel dos Santos Magalhães|Đorđe Petrović,Bukayo Saka,Ollie Watkins,589.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",37,static,52.0,50.0,2.0,Bukayo Saka,0,0,0.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Joachim Andersen|Jordan Pickford|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Cole Palmer|Julián Álvarez|Gabriel dos Santos Magalhães|Đorđe Petrović,Bukayo Saka,Ollie Watkins,641.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",38,static,43.0,41.0,2.0,Ollie Watkins,1,1,6.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Joachim Andersen|Jordan Pickford|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Cole Palmer|Julián Álvarez|Gabriel dos Santos Magalhães|Đorđe Petrović,Bukayo Saka,Ollie Watkins,684.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",27,sequential,70.0,63.0,7.0,Bukayo Saka,1,1,4.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Cole Palmer|Dominic Solanke|Gabriel dos Santos Magalhães|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Joachim Andersen|Đorđe Petrović,Bukayo Saka,Ollie Watkins,70.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",28,sequential,37.0,35.0,2.0,Bukayo Saka,1,1,2.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Julián Álvarez|Joachim Andersen|Emerson Palmieri dos Santos|Jordan Pickford,Bukayo Saka,Ollie Watkins,107.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",29,sequential,7.0,5.0,2.0,Ollie Watkins,9,1,2.0,3,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Jordan Pickford|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Julián Álvarez|Joachim Andersen|Emerson Palmieri dos Santos|Đorđe Petrović,Bukayo Saka,Ollie Watkins,114.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",30,sequential,59.0,56.0,3.0,Bukayo Saka,1,1,2.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Jordan Pickford|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Julián Álvarez|Joachim Andersen|Emerson Palmieri dos Santos|Đorđe Petrović,Bukayo Saka,Ollie Watkins,173.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",31,sequential,63.0,63.0,0.0,,3,3,5.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Julián Álvarez|Joachim Andersen|Emerson Palmieri dos Santos|Jordan Pickford,Bukayo Saka,Ollie Watkins,236.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",32,sequential,70.0,60.0,10.0,Bukayo Saka,2,2,2.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Jordan Pickford|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Julián Álvarez|Joachim Andersen|Emerson Palmieri dos Santos|Đorđe Petrović,Bukayo Saka,Ollie Watkins,306.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",33,sequential,61.0,59.0,2.0,Bukayo Saka,3,3,14.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Jordan Pickford|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Julián Álvarez|Joachim Andersen|Emerson Palmieri dos Santos|Đorđe Petrović,Bukayo Saka,Ollie Watkins,367.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",34,sequential,97.0,88.0,9.0,Bukayo Saka,2,2,4.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Joachim Andersen|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Julián Álvarez|Kieran Trippier|Emerson Palmieri dos Santos|Jordan Pickford,Bukayo Saka,Ollie Watkins,464.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",35,sequential,53.0,41.0,12.0,Bukayo Saka,1,1,1.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Cole Palmer|Dominic Solanke|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Douglas Luiz Soares de Paulo|Kieran Trippier|Emerson Palmieri dos Santos|Đorđe Petrović,Bukayo Saka,Ollie Watkins,517.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.050",36,sequential,80.0,70.0,10.0,Bukayo Saka,0,0,0.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Cole Palmer|Dominic Solanke|Gabriel dos Santos Magalhães|Joachim Andersen|Julián Álvarez|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Douglas Luiz Soares de Paulo|Kieran Trippier|Emerson Palmieri dos Santos|Jordan Pickford,Bukayo Saka,Ollie Watkins,597.0
