method,solution_id,GW,policy,weekly_points,base_points,captain_bonus,captain_used,planned_absences,autosubs_used,substitute_points,final_players,squad_members,planned_xi_members,bench_order,captain,vice_captain,cumulative_points
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",28,static,55.0,53.0,2.0,Bukayo Saka,1,1,2.0,11,André Onana|Bukayo Saka|Carlton Morris|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Joachim Andersen|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Bukayo Saka|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Carlton Morris|Joachim Andersen|Jarrad Branthwaite|André Onana,Bukayo Saka,Ollie Watkins,133.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",29,static,10.0,8.0,2.0,Ollie Watkins,8,1,2.0,4,André Onana|Bukayo Saka|Carlton Morris|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Joachim Andersen|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Bukayo Saka|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Carlton Morris|Joachim Andersen|Jarrad Branthwaite|André Onana,Bukayo Saka,Ollie Watkins,143.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",30,static,64.0,61.0,3.0,Bukayo Saka,0,0,0.0,11,André Onana|Bukayo Saka|Carlton Morris|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Joachim Andersen|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Bukayo Saka|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Carlton Morris|Joachim Andersen|Jarrad Branthwaite|André Onana,Bukayo Saka,Ollie Watkins,207.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",31,static,66.0,66.0,0.0,,2,2,3.0,11,André Onana|Bukayo Saka|Carlton Morris|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Joachim Andersen|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Bukayo Saka|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Carlton Morris|Joachim Andersen|Jarrad Branthwaite|André Onana,Bukayo Saka,Ollie Watkins,273.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",32,static,84.0,74.0,10.0,Bukayo Saka,1,1,8.0,11,André Onana|Bukayo Saka|Carlton Morris|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Joachim Andersen|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Bukayo Saka|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Carlton Morris|Joachim Andersen|Jarrad Branthwaite|André Onana,Bukayo Saka,Ollie Watkins,357.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",33,static,51.0,49.0,2.0,Bukayo Saka,1,1,2.0,11,André Onana|Bukayo Saka|Carlton Morris|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Joachim Andersen|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Bukayo Saka|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Carlton Morris|Joachim Andersen|Jarrad Branthwaite|André Onana,Bukayo Saka,Ollie Watkins,408.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",34,static,109.0,100.0,9.0,Bukayo Saka,2,2,13.0,11,André Onana|Bukayo Saka|Carlton Morris|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Joachim Andersen|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Bukayo Saka|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Carlton Morris|Joachim Andersen|Jarrad Branthwaite|André Onana,Bukayo Saka,Ollie Watkins,517.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",35,static,66.0,54.0,12.0,Bukayo Saka,1,1,7.0,11,André Onana|Bukayo Saka|Carlton Morris|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Joachim Andersen|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Bukayo Saka|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Carlton Morris|Joachim Andersen|Jarrad Branthwaite|André Onana,Bukayo Saka,Ollie Watkins,583.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",36,static,72.0,62.0,10.0,Bukayo Saka,0,0,0.0,11,André Onana|Bukayo Saka|Carlton Morris|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Joachim Andersen|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Bukayo Saka|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Carlton Morris|Joachim Andersen|Jarrad Branthwaite|André Onana,Bukayo Saka,Ollie Watkins,655.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",37,static,71.0,69.0,2.0,Bukayo Saka,0,0,0.0,11,André Onana|Bukayo Saka|Carlton Morris|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Joachim Andersen|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Bukayo Saka|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Carlton Morris|Joachim Andersen|Jarrad Branthwaite|André Onana,Bukayo Saka,Ollie Watkins,726.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",38,static,49.0,47.0,2.0,Ollie Watkins,1,1,5.0,11,André Onana|Bukayo Saka|Carlton Morris|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Joachim Andersen|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Bukayo Saka|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Carlton Morris|Joachim Andersen|Jarrad Branthwaite|André Onana,Bukayo Saka,Ollie Watkins,775.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",27,sequential,78.0,71.0,7.0,Bukayo Saka,1,1,8.0,11,André Onana|Bukayo Saka|Carlton Morris|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Joachim Andersen|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Bukayo Saka|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Carlton Morris|Joachim Andersen|Jarrad Branthwaite|André Onana,Bukayo Saka,Ollie Watkins,78.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",28,sequential,63.0,61.0,2.0,Bukayo Saka,0,0,0.0,11,André Onana|Bukayo Saka|Carlton Morris|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Joachim Andersen|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,André Onana|Bukayo Saka|Cole Palmer|Dominic Solanke|Gabriel dos Santos Magalhães|Joachim Andersen|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Carlton Morris|Jarrad Branthwaite|Emerson Palmieri dos Santos|Jordan Pickford,Bukayo Saka,Ollie Watkins,141.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",29,sequential,10.0,8.0,2.0,Ollie Watkins,9,2,4.0,4,André Onana|Bukayo Saka|Carlton Morris|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Joachim Andersen|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,André Onana|Bukayo Saka|Cole Palmer|Dominic Solanke|Gabriel dos Santos Magalhães|Joachim Andersen|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Carlton Morris|Jarrad Branthwaite|Emerson Palmieri dos Santos|Jordan Pickford,Bukayo Saka,Ollie Watkins,151.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",30,sequential,67.0,64.0,3.0,Bukayo Saka,0,0,0.0,11,André Onana|Bukayo Saka|Carlton Morris|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Joachim Andersen|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,André Onana|Bukayo Saka|Cole Palmer|Dominic Solanke|Gabriel dos Santos Magalhães|Joachim Andersen|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Carlton Morris|Jarrad Branthwaite|Emerson Palmieri dos Santos|Jordan Pickford,Bukayo Saka,Ollie Watkins,218.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",31,sequential,65.0,65.0,0.0,,2,2,4.0,11,André Onana|Bukayo Saka|Carlton Morris|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Joachim Andersen|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,André Onana|Bukayo Saka|Cole Palmer|Dominic Solanke|Gabriel dos Santos Magalhães|Joachim Andersen|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Carlton Morris|Jarrad Branthwaite|Emerson Palmieri dos Santos|Jordan Pickford,Bukayo Saka,Ollie Watkins,283.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",32,sequential,74.0,64.0,10.0,Bukayo Saka,1,1,8.0,11,André Onana|Bukayo Saka|Carlton Morris|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Joachim Andersen|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,André Onana|Bukayo Saka|Cole Palmer|Dominic Solanke|Gabriel dos Santos Magalhães|Joachim Andersen|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Carlton Morris|Jarrad Branthwaite|Emerson Palmieri dos Santos|Jordan Pickford,Bukayo Saka,Ollie Watkins,357.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",33,sequential,49.0,47.0,2.0,Bukayo Saka,1,1,2.0,11,André Onana|Bukayo Saka|Carlton Morris|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Joachim Andersen|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Bukayo Saka|Cole Palmer|Dominic Solanke|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Carlton Morris|Joachim Andersen|Emerson Palmieri dos Santos|André Onana,Bukayo Saka,Ollie Watkins,406.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",34,sequential,114.0,105.0,9.0,Bukayo Saka,2,2,22.0,11,André Onana|Bukayo Saka|Carlton Morris|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Joachim Andersen|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,André Onana|Bukayo Saka|Cole Palmer|Dominic Solanke|Gabriel dos Santos Magalhães|Joachim Andersen|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Carlton Morris|Jarrad Branthwaite|Emerson Palmieri dos Santos|Jordan Pickford,Bukayo Saka,Ollie Watkins,520.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",35,sequential,71.0,59.0,12.0,Bukayo Saka,1,1,7.0,11,André Onana|Bukayo Saka|Carlton Morris|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Joachim Andersen|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Bukayo Saka|Cole Palmer|Dominic Solanke|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Carlton Morris|Joachim Andersen|Emerson Palmieri dos Santos|André Onana,Bukayo Saka,Ollie Watkins,591.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",36,sequential,78.0,68.0,10.0,Bukayo Saka,0,0,0.0,11,André Onana|Bukayo Saka|Carlton Morris|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Joachim Andersen|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Bukayo Saka|Cole Palmer|Dominic Solanke|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Carlton Morris|Joachim Andersen|Emerson Palmieri dos Santos|André Onana,Bukayo Saka,Ollie Watkins,669.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",37,sequential,72.0,70.0,2.0,Bukayo Saka,0,0,0.0,11,André Onana|Bukayo Saka|Carlton Morris|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Joachim Andersen|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Bukayo Saka|Cole Palmer|Dominic Solanke|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Carlton Morris|Jarrad Branthwaite|Emerson Palmieri dos Santos|André Onana,Bukayo Saka,Ollie Watkins,741.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.010",38,sequential,49.0,47.0,2.0,Ollie Watkins,1,1,5.0,11,André Onana|Bukayo Saka|Carlton Morris|Cole Palmer|Dominic Solanke|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Joachim Andersen|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Bukayo Saka|Cole Palmer|Dominic Solanke|Gabriel dos Santos Magalhães|Jarrad Branthwaite|Jordan Pickford|Mohamed Salah|Ollie Watkins|Phil Foden|Son Heung-min|William Saliba,Carlton Morris|Joachim Andersen|Emerson Palmieri dos Santos|André Onana,Bukayo Saka,Ollie Watkins,790.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",27,static,70.0,63.0,7.0,Bukayo Saka,1,1,5.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Cole Palmer|Emerson Palmieri dos Santos|Joachim Andersen|Đorđe Petrović,Bukayo Saka,Ollie Watkins,70.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",28,static,29.0,27.0,2.0,Bukayo Saka,1,1,2.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Cole Palmer|Emerson Palmieri dos Santos|Joachim Andersen|Đorđe Petrović,Bukayo Saka,Ollie Watkins,99.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",29,static,7.0,5.0,2.0,Ollie Watkins,9,1,2.0,3,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Cole Palmer|Emerson Palmieri dos Santos|Joachim Andersen|Đorđe Petrović,Bukayo Saka,Ollie Watkins,106.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",30,static,57.0,54.0,3.0,Bukayo Saka,2,2,15.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Cole Palmer|Emerson Palmieri dos Santos|Joachim Andersen|Đorđe Petrović,Bukayo Saka,Ollie Watkins,163.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",31,static,65.0,65.0,0.0,,3,3,23.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Cole Palmer|Emerson Palmieri dos Santos|Joachim Andersen|Đorđe Petrović,Bukayo Saka,Ollie Watkins,228.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",32,static,74.0,64.0,10.0,Bukayo Saka,2,2,9.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Cole Palmer|Emerson Palmieri dos Santos|Joachim Andersen|Đorđe Petrović,Bukayo Saka,Ollie Watkins,302.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",33,static,61.0,59.0,2.0,Bukayo Saka,3,3,35.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Cole Palmer|Emerson Palmieri dos Santos|Joachim Andersen|Đorđe Petrović,Bukayo Saka,Ollie Watkins,363.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",34,static,113.0,104.0,9.0,Bukayo Saka,2,2,9.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Cole Palmer|Emerson Palmieri dos Santos|Joachim Andersen|Đorđe Petrović,Bukayo Saka,Ollie Watkins,476.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",35,static,53.0,41.0,12.0,Bukayo Saka,2,2,9.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Cole Palmer|Emerson Palmieri dos Santos|Joachim Andersen|Đorđe Petrović,Bukayo Saka,Ollie Watkins,529.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",36,static,64.0,54.0,10.0,Bukayo Saka,1,1,-1.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Cole Palmer|Emerson Palmieri dos Santos|Joachim Andersen|Đorđe Petrović,Bukayo Saka,Ollie Watkins,593.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",37,static,62.0,60.0,2.0,Bukayo Saka,0,0,0.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Cole Palmer|Emerson Palmieri dos Santos|Joachim Andersen|Đorđe Petrović,Bukayo Saka,Ollie Watkins,655.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",38,static,39.0,37.0,2.0,Ollie Watkins,2,2,7.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Dominic Solanke|Douglas Luiz Soares de Paulo|Gabriel dos Santos Magalhães|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Cole Palmer|Emerson Palmieri dos Santos|Joachim Andersen|Đorđe Petrović,Bukayo Saka,Ollie Watkins,694.0
"ARIMA(0,0,1)","ARIMA(0,0,1) | joint_pareto | delta=0.020",27,sequential,70.0,63.0,7.0,Bukayo Saka,1,1,4.0,11,Bukayo Saka|Cole Palmer|Dominic Solanke|Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Gabriel dos Santos Magalhães|Joachim Andersen|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba|Đorđe Petrović,Bukayo Saka|Cole Palmer|Dominic Solanke|Gabriel dos Santos Magalhães|Jordan Pickford|Julián Álvarez|Kieran Trippier|Mohamed Salah|Ollie Watkins|Phil Foden|William Saliba,Douglas Luiz Soares de Paulo|Emerson Palmieri dos Santos|Joachim Andersen|Đorđe Petrović,Bukayo Saka,Ollie Watkins,70.0
