series,policy,GW,weekly_points,base_points,captain_bonus,captain_used,autosubs_used,substitute_points,cumulative_points
"ARIMA (0,0,1, Budget = 70)",static,34,110.0,101.0,9.0,Bukayo Saka,2,18.0,485.0
"ARIMA (0,0,1, Budget = 70)",static,35,62.0,50.0,12.0,Bukayo Saka,1,2.0,547.0
"ARIMA (0,0,1, Budget = 70)",static,36,63.0,53.0,10.0,Bukayo Saka,0,0.0,610.0
"ARIMA (0,0,1, Budget = 70)",static,37,75.0,73.0,2.0,Bukayo Saka,0,0.0,685.0
"ARIMA (0,0,1, Budget = 70)",static,38,39.0,37.0,2.0,Ollie Watkins,3,8.0,724.0
Hybrid ICT Score (Budget = 70),static,27,62.0,49.0,13.0,Ollie Watkins,0,0.0,62.0
Hybrid ICT Score (Budget = 70),static,28,47.0,45.0,2.0,Ollie Watkins,0,0.0,109.0
Hybrid ICT Score (Budget = 70),static,29,5.0,3.0,2.0,Ollie Watkins,0,0.0,114.0
Hybrid ICT Score (Budget = 70),static,30,51.0,50.0,1.0,Ollie Watkins,1,3.0,165.0
Hybrid ICT Score (Budget = 70),static,31,67.0,67.0,0.0,,2,22.0,232.0
Hybrid ICT Score (Budget = 70),static,32,67.0,54.0,13.0,Ollie Watkins,0,0.0,299.0
Hybrid ICT Score (Budget = 70),static,33,68.0,61.0,7.0,Ollie Watkins,1,2.0,367.0
Hybrid ICT Score (Budget = 70),static,34,116.0,107.0,9.0,Ollie Watkins,2,18.0,483.0
Hybrid ICT Score (Budget = 70),static,35,44.0,42.0,2.0,Ollie Watkins,0,0.0,527.0
Hybrid ICT Score (Budget = 70),static,36,55.0,53.0,2.0,Ollie Watkins,0,0.0,582.0
Hybrid ICT Score (Budget = 70),static,37,70.0,65.0,5.0,Ollie Watkins,0,0.0,652.0
Hybrid ICT Score (Budget = 70),static,38,44.0,42.0,2.0,Ollie Watkins,2,21.0,696.0
"ARIMA (0,0,1, Budget = 75)",static,27,74.0,67.0,7.0,Bukayo Saka,0,0.0,74.0
"ARIMA (0,0,1, Budget = 75)",static,28,61.0,59.0,2.0,Bukayo Saka,1,7.0,135.0
"ARIMA (0,0,1, Budget = 75)",static,29,11.0,9.0,2.0,Ollie Watkins,2,3.0,146.0
"ARIMA (0,0,1, Budget = 75)",static,30,67.0,64.0,3.0,Bukayo Saka,1,10.0,213.0
"ARIMA (0,0,1, Budget = 75)",static,31,71.0,71.0,0.0,,2,7.0,284.0
"ARIMA (0,0,1, Budget = 75)",static,32,71.0,61.0,10.0,Bukayo Saka,1,1.0,355.0
"ARIMA (0,0,1, Budget = 75)",static,33,52.0,50.0,2.0,Bukayo Saka,1,0.0,407.0
"ARIMA (0,0,1, Budget = 75)",static,34,99.0,90.0,9.0,Bukayo Saka,0,0.0,506.0
"ARIMA (0,0,1, Budget = 75)",static,35,73.0,61.0,12.0,Bukayo Saka,1,13.0,579.0
"ARIMA (0,0,1, Budget = 75)",static,36,64.0,54.0,10.0,Bukayo Saka,0,0.0,643.0
"ARIMA (0,0,1, Budget = 75)",static,37,75.0,73.0,2.0,Bukayo Saka,0,0.0,718.0
"ARIMA (0,0,1, Budget = 75)",static,38,53.0,51.0,2.0,Ollie Watkins,2,15.0,771.0
Hybrid ICT Score (Budget = 75),static,27,75.0,62.0,13.0,Ollie Watkins,0,0.0,75.0
Hybrid ICT Score (Budget = 75),static,28,33.0,31.0,2.0,Ollie Watkins,1,2.0,108.0
Hybrid ICT Score (Budget = 75),static,29,7.0,5.0,2.0,Ollie Watkins,0,0.0,115.0
Hybrid ICT Score (Budget = 75),static,30,45.0,44.0,1.0,Ollie Watkins,1,1.0,160.0
Hybrid ICT Score (Budget = 75),static,31,50.0,50.0,0.0,,3,5.0,210.0
Hybrid ICT Score (Budget = 75),static,32,56.0,43.0,13.0,Ollie Watkins,2,1.0,266.0
Hybrid ICT Score (Budget = 75),static,33,46.0,39.0,7.0,Ollie Watkins,3,13.0,312.0
Hybrid ICT Score (Budget = 75),static,34,103.0,94.0,9.0,Ollie Watkins,3,22.0,415.0
Hybrid ICT Score (Budget = 75),static,35,53.0,51.0,2.0,Ollie Watkins,2,6.0,468.0
Hybrid ICT Score (Budget = 75),static,36,47.0,45.0,2.0,Ollie Watkins,1,1.0,515.0
Hybrid ICT Score (Budget = 75),static,37,58.0,53.0,5.0,Ollie Watkins,0,0.0,573.0
Hybrid ICT Score (Budget = 75),static,38,38.0,36.0,2.0,Ollie Watkins,2,8.0,611.0
"ARIMA (0,0,1, Budget = 80)",static,27,70.0,63.0,7.0,Bukayo Saka,1,4.0,70.0
"ARIMA (0,0,1, Budget = 80)",static,28,40.0,38.0,2.0,Bukayo Saka,1,2.0,110.0
"ARIMA (0,0,1, Budget = 80)",static,29,10.0,8.0,2.0,Ollie Watkins,2,5.0,120.0
"ARIMA (0,0,1, Budget = 80)",static,30,57.0,54.0,3.0,Bukayo Saka,1,0.0,177.0
"ARIMA (0,0,1, Budget = 80)",static,31,65.0,65.0,0.0,,3,5.0,242.0
"ARIMA (0,0,1, Budget = 80)",static,32,74.0,64.0,10.0,Bukayo Saka,2,6.0,316.0
"ARIMA (0,0,1, Budget = 80)",static,33,61.0,59.0,2.0,Bukayo Saka,3,14.0,377.0
"ARIMA (0,0,1, Budget = 80)",static,34,113.0,104.0,9.0,Bukayo Saka,3,15.0,490.0
"ARIMA (0,0,1, Budget = 80)",static,35,53.0,41.0,12.0,Bukayo Saka,2,3.0,543.0
"ARIMA (0,0,1, Budget = 80)",static,36,67.0,57.0,10.0,Bukayo Saka,1,-1.0,610.0
"ARIMA (0,0,1, Budget = 80)",static,37,70.0,68.0,2.0,Bukayo Saka,0,0.0,680.0
"ARIMA (0,0,1, Budget = 80)",static,38,39.0,37.0,2.0,Ollie Watkins,1,1.0,719.0
Hybrid ICT Score (Budget = 80),static,27,73.0,60.0,13.0,Ollie Watkins,1,1.0,73.0
Hybrid ICT Score (Budget = 80),static,28,39.0,37.0,2.0,Ollie Watkins,1,1.0,112.0
Hybrid ICT Score (Budget = 80),static,29,5.0,3.0,2.0,Ollie Watkins,0,0.0,117.0
Hybrid ICT Score (Budget = 80),static,30,56.0,55.0,1.0,Ollie Watkins,1,1.0,173.0
Hybrid ICT Score (Budget = 80),static,31,63.0,63.0,0.0,,3,3.0,236.0
Hybrid ICT Score (Budget = 80),static,32,77.0,64.0,13.0,Ollie Watkins,2,6.0,313.0
Hybrid ICT Score (Budget = 80),static,33,64.0,57.0,7.0,Ollie Watkins,3,12.0,377.0
Hybrid ICT Score (Budget = 80),static,34,118.0,109.0,9.0,Ollie Watkins,2,20.0,495.0
Hybrid ICT Score (Budget = 80),static,35,51.0,49.0,2.0,Ollie Watkins,2,11.0,546.0
Hybrid ICT Score (Budget = 80),static,36,65.0,63.0,2.0,Ollie Watkins,1,5.0,611.0
Hybrid ICT Score (Budget = 80),static,37,73.0,68.0,5.0,Ollie Watkins,0,0.0,684.0
Hybrid ICT Score (Budget = 80),static,38,40.0,38.0,2.0,Ollie Watkins,1,2.0,724.0
ICT Score (Budget = 70),static,27,56.0,49.0,7.0,Bukayo Saka,1,6.0,56.0
ICT Score (Budget = 70),static,28,60.0,58.0,2.0,Bukayo Saka,1,1.0,116.0
ICT Score (Budget = 70),static,29,4.0,4.0,0.0,,1,2.0,120.0
ICT Score (Budget = 70),static,30,46.0,43.0,3.0,Bukayo Saka,3,9.0,166.0
ICT Score (Budget = 70),static,31,95.0,75.0,20.0,Phil Foden,3,11.0,261.0
ICT Score (Budget = 70),static,32,73.0,63.0,10.0,Bukayo Saka,3,27.0,334.0
ICT Score (Budget = 70),static,33,56.0,54.0,2.0,Bukayo Saka,3,7.0,390.0
ICT Score (Budget = 70),static,34,95.0,86.0,9.0,Bukayo Saka,4,41.0,485.0
ICT Score (Budget = 70),static,35,56.0,44.0,12.0,Bukayo Saka,3,13.0,541.0
ICT Score (Budget = 70),static,36,56.0,46.0,10.0,Bukayo Saka,2,10.0,597.0
ICT Score (Budget = 70),static,37,73.0,71.0,2.0,Bukayo Saka,1,8.0,670.0
ICT Score (Budget = 70),static,38,66.0,51.0,15.0,Phil Foden,3,4.0,736.0
ICT Score (Budget = 75),static,27,70.0,63.0,7.0,Bukayo Saka,1,6.0,70.0
ICT Score (Budget = 75),static,28,49.0,47.0,2.0,Bukayo Saka,1,1.0,119.0
ICT Score (Budget = 75),static,29,4.0,4.0,0.0,,0,0.0,123.0
ICT Score (Budget = 75),static,30,34.0,31.0,3.0,Bukayo Saka,2,8.0,157.0
ICT Score (Budget = 75),static,31,85.0,65.0,20.0,Phil Foden,4,12.0,242.0
ICT Score (Budget = 75),static,32,69.0,59.0,10.0,Bukayo Saka,3,14.0,311.0
ICT Score (Budget = 75),static,33,40.0,38.0,2.0,Bukayo Saka,3,12.0,351.0
ICT Score (Budget = 75),static,34,109.0,100.0,9.0,Bukayo Saka,3,32.0,460.0
ICT Score (Budget = 75),static,35,53.0,41.0,12.0,Bukayo Saka,3,16.0,513.0
ICT Score (Budget = 75),static,36,48.0,38.0,10.0,Bukayo Saka,2,10.0,561.0
ICT Score (Budget = 75),static,37,61.0,59.0,2.0,Bukayo Saka,1,8.0,622.0
ICT Score (Budget = 75),static,38,71.0,56.0,15.0,Phil Foden,2,3.0,693.0
ICT Score (Budget = 80),static,27,73.0,66.0,7.0,Bukayo Saka,1,6.0,73.0
ICT Score (Budget = 80),static,28,51.0,49.0,2.0,Bukayo Saka,1,1.0,124.0
ICT Score (Budget = 80),static,29,4.0,4.0,0.0,,0,0.0,128.0
ICT Score (Budget = 80),static,30,35.0,32.0,3.0,Bukayo Saka,2,8.0,163.0
ICT Score (Budget = 80),static,31,79.0,59.0,20.0,Phil Foden,4,12.0,242.0
ICT Score (Budget = 80),static,32,76.0,66.0,10.0,Bukayo Saka,3,14.0,318.0
ICT Score (Budget = 80),static,33,51.0,49.0,2.0,Bukayo Saka,3,12.0,369.0
ICT Score (Budget = 80),static,34,140.0,131.0,9.0,Bukayo Saka,3,50.0,509.0
ICT Score (Budget = 80),static,35,55.0,43.0,12.0,Bukayo Saka,3,16.0,564.0
ICT Score (Budget = 80),static,36,48.0,38.0,10.0,Bukayo Saka,3,12.0,612.0
ICT Score (Budget = 80),static,37,62.0,60.0,2.0,Bukayo Saka,1,8.0,674.0
ICT Score (Budget = 80),static,38,68.0,53.0,15.0,Phil Foden,2,3.0,742.0
